Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
11/30/2011,NewMexico,134.625,14494,14788,159.9731183,122.0834931,112.603085,126.6516572,133.9285714,119.92,154.5768566,95.65217391,118.920807,139000,155000,185000,274500,399900,184000,155000,216200,185000,4.431353297,5.050505051,4.354066986,10000,9000,10000,0.932005208,0.800707547,0.734608276,0.665584416,,0.744996837,,0.714285714,0.813274141,0.74039653,,,795,1095,1295,,1100,,,675,1100,875,93,,,,,11.43236976,10.07294965,11.50579792,9.959862385,9.545454545,9.981884058,12.67,1151,1244,,,119100,148900,218200,300300,159700,106100,,159700,160100,294900,1158,1154,0.674,1038,1158
11/30/2011,NewYork,174.5,119644,120847,233.7719298,157.8071633,118.2765152,125.5788932,142.1051266,156.25,,181.1592391,141.0654425,190000,215000,215000,319000,449900,,,418000,,4.401956425,5.002501251,4.278074866,10000,11000,10000,,,,,,,,,,,,2300,,,,,2700,2650,,2450,,2100,129,58.92,29.2,,,11.87563207,10.41360271,12.23701207,10.56966028,9.969943553,10.71387648,10.59,9153,9264,214900,148500,120500,137200,216500,317000,247100,101300,457300,247100,226200,511900,1737,1701,1.068,1708,1697
11/30/2011,NorthCarolina,155,95838,96208,150,92.54706581,91.23577179,96.58475175,108.923004,95.44658494,117.5291351,,94.74046841,,115000,149900,247900,369900,165000,143900,,168000,4.351610096,5.025125628,4.348771472,8000,7000,8150.5,0.923076923,0.739182692,0.677296833,0.631768953,0.572660099,0.688073394,0.747180451,0.666666667,0.793721973,0.68359375,0.697289788,694,750,995,1350,1692.5,995,850,650,767,1000,1100,86,65.69,22.93,,,10.73074639,9.454976708,10.82699912,9.39912958,8.441150609,9.471072665,10.76,6234,7085,146500,92800,90300,132900,231300,296500,135300,77900,116800,135300,136700,258400,1006,1009,0.674,929,1021
11/30/2011,NorthDakota,104.25,1874,2037,,,,,,,,,,,,,,,,,,,3.076923077,,3.076923077,5000,,5000,,,,,,,,,,,,,,,,,,,,,,,135,,,,,9.119619549,,9.123894177,9.488768397,,9.407376709,14.17,509,487,154600,,147500,172400,201100,253100,164600,105600,127300,164600,169300,249000,940,937,0.778,855,940
11/30/2011,Ohio,127.25,67161,68705,62.09299575,,,73.0124624,,,80.68640646,34.2468735,,,,,,,,108000,75000,,4.936624416,4.857721226,4.964539007,5000,5000,5000,0.837874963,0.716240876,0.718794711,0.666666667,,0.738108256,0.813210793,,0.744791667,0.726392252,,525,700,925,,,900,,625,650,900,,73,66.86,23.19,,,13.19726753,11.69842484,13.3557706,12.01513946,10.83387201,12.13659989,8.8,9357,9980,89600,60800,72200,104500,171200,198100,106300,58800,93900,106300,107200,189800,981,965,0.712,851,980
11/30/2011,Oklahoma,126.5,24525,25011,73.80074551,62.41666667,77.73073016,87.99968119,90.40955631,78.24059751,70.31371916,66.77419355,78.4466559,,65000,119900,199000,306062.5,124900,,135000,125000,3.846153846,5,3.845044353,5000,5000,5000,,0.669642857,0.68877551,0.684181719,,0.683637276,,,0.7,0.684110403,0.68201199,,640,895,,,850,,525,565,875,995,66,35.38,46.5,,,12.68180691,11.76060659,12.70448849,11.29280682,11.25401929,11.29361389,8.71,2817,3101,106600,46800,53000,99800,174800,223200,94400,50400,65500,94400,94700,171500,860,862,0.63,756,866
11/30/2011,Oregon,120.25,28674,29149,176.6786903,120.7667732,112.0872274,114.9764151,111.515748,117.4652606,151.3671875,103.6775777,116.1034847,139000,139900,169500,245000,299000,178000,158000,231000,179500,4.95412844,5.452726363,4.898088724,10000,10000,10000,1.070840198,0.835999964,0.80762987,0.728128005,,0.822352941,,,0.881730347,0.80634278,,,795,1195,1495,,1195,,750,790,1195,1000,126,82.28,11.29,,,12.83847381,12.32890913,12.86566524,11.55878281,12.27212094,11.51037895,13.24,2976,3160,193300,145000,156800,187900,263200,308300,193000,125200,138700,193000,197500,321900,1210,1198,0.82,1025,1214
11/30/2011,Pennsylvania,140.5,81008,82714,129,107.0783312,101.0110294,113.20206,90.91942671,106.2167906,122.4440282,56.52288791,105.3476612,,124900,149500,259970,249900,159900,164900,129000,159900,4.391328516,3.562138637,4.446420631,7200,5005,7500,1.271324393,1.1,0.874125874,0.785714286,0.536585366,0.912996778,1.375,,1.21703854,0.873850197,,845,1045,1200,1695,,1250,1400,800,965,1200,950,102,63.48,27.4,,,13.68836633,12.73643487,13.74457014,12.34021036,11.69149538,12.37697297,10.21,8781,8992,130400,103000,114400,143100,253800,262500,143400,72300,114000,143400,148700,260500,1176,1167,0.824,1010,1188
11/30/2011,RhodeIsland,147,8072,8106,169.2316671,149.0238724,153.1456954,138.7684302,65.58098592,155.955602,157.8421053,62.21719457,155.5555556,133450,175000,219000,289700,165000,219900,189400,145000,225000,5.333333333,6.015037594,5.263157895,10000,10000,10000,,1.1,1.117886179,1.00286533,,1.163994388,,,1.055555556,1.157407407,,865,1085,1495,2000,,1500,1200,950,950,1600,,147,84.87,9.15,,,14.88213294,12.37535902,15.48245055,14.47382172,11.90205011,15.05183668,12.43,,,,144700,170400,208400,304100,420700,208200,137700,167100,208200,212100,361200,1385,1341,1.038,1002,1404
11/30/2011,SouthCarolina,154,48640,49210,161.3226805,84.10360676,84.52179948,92,108.3840139,88.05841924,120.9766926,83.33307292,86.14942529,,98000,134000,218900,349000,135775,129900,,137000,4.761904762,5.797101449,4.549590537,8000,7500,8000,0.864297254,0.721052632,0.705645161,0.677513513,0.622827706,0.731176105,0.831873905,,0.758165178,0.71602318,0.722772277,,740,1000,1350,,1050,895,650,735,1100,1100,79,69.61,21.32,,,10.72119991,10.18660413,10.80351249,9.635751241,9.833286239,9.60807601,9.96,4430,4803,123200,77200,88800,129900,217400,,120900,68200,117700,120900,121000,237400,1020,1022,0.676,911,1037
11/30/2011,SouthDakota,,4204,4123,,96.45061728,92.95422031,90.83063809,96.2515673,93.69791667,95.26683743,,93.58333333,,118700,150000,184950,289900,159900,159000,,159900,3.861003861,,3.923107101,5000,,5000,,0.743618202,,,,0.721153846,,,0.738475768,0.704010989,,,675,,,,,,,640,,,106,,,,,10.36931112,,10.59235514,9.679358717,,9.893327756,11,,,,84200,119000,137100,159900,215300,137300,94600,118600,137300,137300,209500,1030,1030,0.836,910,1033
11/30/2011,Tennessee,135,63046,64245,,84.22162066,77.97118848,85.375,93.51172493,89.19642857,101.1000599,54.32146943,87.89655172,,98500,125000,224900,327500,141100,149900,110000,,4.184100418,4.003202562,4.248397436,5900,5000,5900,,0.760769936,0.710624589,0.593377976,,0.721223201,0.791796066,,0.802181578,0.705908014,0.721460683,,799,1000,1495,,1050,,650,770,1050,1100,74,,,,,10.6148787,9.877549306,10.6788134,9.642833477,9.376429334,9.668195541,9.48,6224,6540,110500,93100,80400,118800,208000,314200,113600,62900,127100,113600,112700,213600,951,956,0.666,957,956
11/30/2011,Texas,123.25,149691,149783,,86.47798742,76.1978223,80.01114529,90.70031188,79.98932764,111.8881119,61.89213086,79.24411319,,103900,129500,199900,334934.5,155000,,,155750,3.780718336,5.025125628,3.734536583,5930,5001,6000,1.032407407,0.885142255,0.752393981,0.667111408,0.621361967,0.746031746,1.007026725,,0.944996474,0.727051178,0.670606149,720,899.5,1195,1500,2000,,975,795,800,,,69,,,74.99,25.01,12.1068312,9.881954539,12.22118994,11.03677283,9.140394647,11.13288884,9.06,17566,19933,,,,110500,185600,,120800,,,120800,121500,229900,1208,1206,0.724,1031,1214
11/30/2011,UnitedStates,124.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2011,Utah,109.5,17421,17614,137.5502691,100.0322789,90.56603774,96.24607975,109.5394737,98.77032923,120.4545455,102.4064171,95.72500024,,113450,150000,,245000,,150000,,,4.764173416,5.101908335,4.651162791,10000,9900,10000,0.970212766,0.807142857,0.764299803,0.751099937,,0.80478248,0.825041459,,0.82,0.794763699,,630,745,1012.5,1250,1395,1100,,700,725,1100,,122,,,,,10.89103008,10.65859055,10.94165113,10.15169735,9.921377761,10.18415915,13.49,2670,2955,,,131300,166800,195400,250100,178200,121200,154200,178200,184000,300300,1206,1200,0.856,1089,1218
11/30/2011,Vermont,184.5,7060,7116,147.761194,145.2727273,142.7731092,142.1471173,127.4285714,144.7368421,146.5175651,65.95636733,144.3635451,99000,169500,255000,350000,414500,239900,189000,179000,245000,5.797101449,4.890258709,5.889281508,10900,7800,11000,,,,,,,,,,,,,,,,,,,,,,,136,51.88,38.1,,,7.591863258,7.397002563,7.653143337,5.667638484,6.052631579,5.649786455,11.54,430,407,,146500,171300,210800,269300,310300,201700,,167200,201700,202900,292400,1421,1420,0.982,1492,1415
11/30/2011,Virginia,117.5,54185,54585,193.7286203,123.1342822,117.9534314,124.9431525,135.5890343,123.1060606,140.9585205,,121.8061239,,139950,179900,296500,439000,209900,185000,227990,212000,4.348582362,4.347826087,4.348676917,10000,10000,10000,1.690981432,1.212075187,0.924437299,0.828729282,0.762776506,0.940944882,1.26499388,,1.410788382,0.897666068,,1325,1300,1350,1795,2200,1395,1400,,1397,1350,1650,126,58.54,30.27,,,11.96063533,12.28423912,11.94010583,10.90642004,12.03480837,10.80701983,12.08,5561,6105,216900,178300,145200,184900,318000,464000,209300,118800,241800,209300,202500,423500,1416,1401,0.888,1592,1355
11/30/2011,Washington,120,46322,46981,185.55667,136.969697,125.646711,125.609782,131.3432836,130.4082226,139.5380417,109.7557773,129.8084442,125000,149900,199900,267500,335000,209500,150000,242820,215000,5,6.27640299,4.857142857,10000,10000,10000,1.333333333,1.020022813,0.88688172,0.807412247,0.728368018,0.924855491,1.195752539,,1.097410604,0.884293348,,895,1000,1350,1695,1825,1300,1125,850,975,1350,825,133,82.51,10.97,,,13.18140507,14.25699611,13.06726751,12.23582809,13.70309951,12.0789212,13.21,5327,5814,219500,154600,171800,215700,295600,361700,219000,136200,179900,219000,222700,386700,1369,1354,0.868,1206,1381
11/30/2011,WestVirginia,140.25,8976,9328,113.28125,80.73539673,85.08064516,84.56843941,85.45061037,85.05687694,155.75,,84.21348315,79950,89000,139000,205000,279900,139900,,129900,139900,5.558643691,,5.558643691,8000,,8000,,,0.710659898,,,0.6603211,,,,0.65,,,,1100,1400,,1050,,,,1050,,65,43.05,50.06,,,8.938719156,,9.024808496,7.706272125,,7.762387283,8.44,653,747,96700,,,99200,135400,160000,88000,58800,112700,88000,87800,150000,899,905,0.696,1005,903
11/30/2011,Wisconsin,143.625,50064,49830,135.0675676,102.2029898,97.61904762,88.72200983,,97.83789836,110.2306921,57.28211009,95.42424242,94700,119000,139900,,,,149900,119000,,5.005005005,5.063291139,5.002501251,7000,6500,7100,1,0.815983765,0.836855436,,,0.903661616,1.010597651,0.657142857,0.85,0.845327769,,650,765,,,,1100,,750,750,,,94,71.63,18.44,,,11.3296729,10.5808577,11.42176668,9.643268928,9.252613512,9.692522574,11.11,4388,4605,136600,91600,104800,139300,177400,211900,141700,88400,129300,141700,142900,231000,1022,1007,0.794,963,1013
11/30/2011,Wyoming,99.25,5084,5144,,129.9013497,122.2509702,122.25,121.241882,129.4234554,,93.75,128.0769231,,148500,210000,275000,379000,219000,,2.00E+05,218000,4.555377489,,4.47284345,10000,,10000,,,,,,,,,,,,,,,,,,,,,,,144,,,,,8.238219183,,8.314650285,6.885681102,,6.980802792,16.18,274,313,191200,,165100,210400,231900,281200,191800,128500,164700,191800,193300,,855,855,0.724,816,856
12/31/2011,Alabama,136.875,36266,34988,,98.94136808,81.99778271,92.71016373,90.6855391,85.68229363,211.9252874,,82.46381383,,113950,131900,225000,299900,149900,209900,125000,147900,5.002501251,5.423728814,5,6000,10000,6000,0.883010203,0.689201054,0.648979592,0.639318061,,0.651105651,0.730823864,,0.735294118,0.648979592,0.64484699,659,750,949,,,995,,,725,1000,1000,71,60.67,31.13,,,11.51168012,8.370950383,11.78967685,8.01879936,6.115288221,8.222484445,9.71,2984,3204,,85000,71300,114800,214900,313300,115800,61300,127400,115800,115700,231300,927,928,0.618,866,932
12/31/2011,Alaska,120.25,4293,3784,175.390625,153.2469563,147.9106041,141.9265033,116.3096853,146.2264151,156.0940164,106.2245343,143.8335046,109000,169000,239900,321750,380000,228500,184900,340000,235000,3.243243243,3.706449222,3.141521803,7500,6000,8000,,1.160294118,1.112622416,,,1.121986154,,1.095461659,1.182065217,1.076054411,,820,1000,1600,,,1472.5,,,1100,1450,,165,,,,,12.24564713,13.62308753,12.05990961,7.313138555,9.536784741,6.97626419,12.01,,,,119100,172500,248200,313200,413500,240200,166600,172600,240200,251800,343800,,1659,1.246,1558,
12/31/2011,Arizona,92,49137,50122,,,,,,,,,,,,,,,,,,,4.867724868,5.560189476,4.784688995,8900,5962.5,9000,0.910447761,0.798666667,0.724880383,0.589812332,,0.71266485,0.925147183,0.688949569,0.861326443,0.679347826,0.704953729,630,790,995,1150,,1095,985,595,795,1095,1095,81,54.41,38.64,,,12.68385688,11.9469253,12.76634323,9.784367756,10.28880866,9.740043458,10.27,10561,11820,124300,67100,112700,121500,168300,280300,133400,72900,89000,133400,141100,266900,1115,1102,0.722,936,1138
12/31/2011,Arkansas,135.25,19627,19275,123.7603306,73.69850584,81.67547835,95.17271922,89.71794872,84.75232198,118.452381,54.49695122,84.37814386,89000,89900,130000,225000,329000,139900,149000,140950,139900,4.947192885,,4.919645786,6000,,6000,,0.684210526,0.6,,,0.627698989,,,,0.627853881,0.628648406,,675,825,,,875,,550,650,875,900,66,56,33.6,,,9.379479531,8.640279497,9.394643118,6.174084631,6.352087114,6.169677361,9.63,1871,2131,,80200,80700,121200,211100,318700,103000,57200,122600,103000,102700,183200,844,841,0.578,743,844
12/31/2011,California,104,141340,138376,,,,,,,,162.2448484,,,,,,,,,349000,,4.786967419,4.885718768,4.77326969,11392.5,10000,12000,1.719836066,1.495726496,1.263535734,1.071072106,0.965888294,1.352587582,1.595,,1.527153125,1.204545455,,1150,1500,1850,2200,2750,1850,1800,1187.5,1400,1895,999,199,74.38,17.75,53.09,46.91,13.59939055,14.08465805,13.50008708,10.85349847,11.86328137,10.64336566,13.04,34616,34007,242600,181400,240600,287200,376000,520900,304600,144700,273200,304600,310800,606000,1933,1901,1.258,1766,1950
12/31/2011,Colorado,114.5,43573,40694,204.6304508,130.7172715,119.4259354,133.3532457,155.7401365,130.3441557,165.134459,139.004378,127.9373368,140000,149000,188000,289500,424900,199900,175000,250000,,4.364614167,5.263157895,4.244468036,10000,10000,10000,1.132931727,0.952229299,0.876494024,0.823141576,0.740574506,0.912996778,0.98633523,0.814256814,1.005882353,0.883435583,,790,975,1250,1582.5,1685,1200,1000,,900,1250,,128,53.95,31.55,61.64,38.36,12.5041605,10.46567947,12.82024922,8.378567511,7.438834677,8.523645256,12.12,6156,6564,198100,126200,149900,202500,287700,357500,206500,121000,144000,206500,215500,371500,1358,1347,0.904,1167,1390
12/31/2011,Connecticut,159.75,29633,27206,147.4967908,143.4551742,157.1022727,163.0372493,163.8744841,159.3677118,141.4590747,77.29281768,163.9157347,119900,174900,247500,399000,546000,259900,172900,179900,286900,5,4.999790145,5,10000,8800,10000,1.4,1.183252427,1.162790698,0.979581773,,1.213968958,1.262862488,,1.1,1.196808511,,970,1299,1795,2200,,1700,1375,1050,1150,1800,1212.5,149,78.24,13.15,,,15.17092681,13.5479031,15.5543005,9.339133654,8.644307983,9.508460919,11.94,1681,1646,221800,118900,169300,228700,348900,552700,233900,145900,157200,233900,248500,429300,1645,1593,1.114,1272,1709
12/31/2011,Delaware,148.75,9193,9080,,115.1375887,109.0090909,108.8414634,124.6875,110.826087,157.4657534,97.30337079,109.6129032,116450,143200,175000,263500,454000,189900,215000,,189900,5.050505051,4.745922545,5.06457331,10000,9300,10000,1.186004785,1.013513514,0.829166667,0.731707317,,0.833333333,,,0.994904844,0.829268293,,,1000,1200,1700,,1200,,,962.5,1200,,123,75.63,17.43,,,14.10956593,11.9303653,14.29802345,9.736251403,7.814761216,9.869013099,11.65,978,770,180900,119800,141100,179800,275300,331600,186500,118000,,186500,186000,301500,1292,1292,0.872,1200,1299
12/31/2011,DistrictofColumbia,100.25,2139,2120,434.8612031,,,,,334.7560976,423.4286252,,270.1801802,299000,,,,,349000,335000,,369450,4.006677796,3.751563151,4.071832049,14999,10500,15000,2.933507171,2.52173913,1.931034483,,,2.446982055,2.852308272,,2.84922301,,,2242,2850,,,,2300,2200,,2350,2500,1879,342,40.87,42.48,,,11.13879866,10.32252848,11.71968617,8.506819813,7.307060755,9.43877551,12.85,442,383,365900,318100,381200,346300,564100,1119900,361700,206900,361400,361700,362900,723900,2364,2339,1.984,2302,2480
12/31/2011,Florida,120,229277,231319,,,,93.66547219,122.0556745,91.66170339,123.8503086,,,,,,,,,,149000,,5.424798161,5.952380952,5.265929437,10000,9901,10000,1.34006078,1.121794872,0.932400932,0.829756795,0.872854307,1.076153846,1.333333333,0.895,1.207153502,0.884955752,1.002462188,1000,1250,1495,1800,2950,1400,1400,,1290,1400,1295,79,70.19,22.12,,,10.92133267,8.593693444,11.83756282,9.097808103,7.411376752,9.787498435,8.51,25551,24791,117200,55300,82100,126900,205700,338000,124700,60900,95500,124700,135000,263900,1242,1249,0.848,1214,1270
12/31/2011,Georgia,120.5,89599,87662,111.1111111,69.82228146,56.47668394,71.08486439,82.09760676,67.05945468,100.526687,,65.40785498,84900,,,169000,270000,,122400,,,6.389590004,7.599273608,6.257822278,9100,7000,9382,0.961538462,,0.653624532,0.589459085,0.586019292,0.65552061,0.884577114,,0.770114943,0.641129032,0.6335241,765,,990,1300,1995,1050,1000,,825,1050,1000,66,76.46,17.12,,,12.6068372,11.88332404,12.66296939,9.83495671,10.31725888,9.795205422,8.89,15289,17276,95800,82300,75100,102000,184100,284200,113400,61600,104300,113400,113900,227100,1082,1085,0.648,1065,1087
12/31/2011,Hawaii,121.25,8315,8228,471.1021975,368.120155,316.218035,340.497553,299.0975505,352.5313516,405.7377049,280.501497,325.9637188,289000,353500,450000,679000,,420000,335000,,,5.074018451,4.964011318,5.272407733,19050,15000,20000,2.577319588,2.075471698,1.664871979,1.5,,2,2.423954373,,2.291666667,1.632047478,,1350,1700,2200,2550,,1900,1700,,1600,2100,1169,343,55.68,29.99,,,9.429700293,9.460743151,9.442890424,7.731557554,7.896543832,7.631359466,18.18,1180,1320,,269000,325500,429600,593600,707300,421100,228700,311800,421100,522400,730400,1844,1831,1.616,1663,2045
12/31/2011,Idaho,105.125,15931,15380,150,90.44850498,79.81755986,75.25216706,72.75773315,79.51612903,,62.04906205,77.65588915,124900,108900,125000,,,132550,185000,166250,129900,5.063291139,9.117575455,5,7180,20000,7000,,0.667892157,0.622595182,0.529661259,,0.62335958,1.059951598,,,0.611499611,,,625,850,995,,850,,615,,850,,83,,,,,11.87144101,10.89988603,11.91082986,8.341648374,8.3172147,8.34297738,11.78,1156,1413,,108400,105800,128200,163300,207100,139200,85800,157900,139200,139100,244300,904,903,0.602,812,907
12/31/2011,Illinois,141.5,86842,81983,,93.67462296,93.57030842,103.9408867,109.9302519,98.5180624,,,96.82312397,,,,,,,,,,5.128205128,5.869025171,5.002501251,7900,9000,7600,1.861445783,1.332525742,1.1,0.96969697,0.906175741,1.227586207,,,,1.150352635,,,1475,1500,2000,,1500,1500,1395,1350,1495,1295,109,81.38,13.2,,,15.73335134,14.65205682,15.9850525,10.66145912,10.39797671,10.73144146,8.96,11185,11408,134100,100700,107000,141000,231700,317100,141800,75900,141200,141800,141900,270900,1392,1389,1.03,1439,1374
12/31/2011,Indiana,138.75,40127,37920,72.88968048,66.25891947,74.40537746,78.08159722,75.26252199,74.44867635,82.60353684,44.64285714,73.97000928,65000,69900,114900,179900,237900,114900,114900,89900,114900,4.545454545,5.13201942,4.487568223,5000,5025,5000,0.777216239,0.696909272,0.666323662,0.603137186,,0.671487603,0.768460511,,0.725806452,0.657385924,0.647792706,525,684,850,,,800,,595,675,800,799,71,,,,,13.39081962,12.2991919,13.45091435,9.170845641,8.747855918,9.194707177,9.05,6795,6736,,60100,69200,111800,163800,192200,108600,59800,114700,108600,108300,189700,942,937,0.66,896,939
12/31/2011,Iowa,128,17533,16753,120.6293706,88.0077096,96.15384615,101.6826895,114.1769743,95.6640026,101.9207683,46.7229072,94.6969697,,89500,129900,179900,249900,121000,139500,119900,119900,4.354066986,4.481233564,4.354066986,5000,5000,5000,0.96875,0.857843137,0.848643517,,,0.878512023,0.910954447,0.731578947,0.890838207,0.863531391,,,745,1000,,,975,,750,745,985,,92,49.1,38.55,,,12.27562798,8.866575691,12.50233486,8.167264038,5.722891566,8.332908098,9.73,2198,2376,,75300,87000,127300,165800,199900,109800,72200,102400,109800,110300,188300,938,936,0.788,947,935
12/31/2011,Kansas,117.25,16044,15102,63.77840909,65.42668128,82.8125,99.26255244,109.2076368,86.996337,87.5,79.69042275,86.996337,,69250,119000,189900,264900,129900,,125000,129900,4.349717268,,4.347826087,5000,,5000,0.792857143,0.702341137,0.706405264,0.731954716,,0.741935484,,0.6,0.678571429,0.74388587,,540,650,950,1300,,895,,,650,900,,,,,,,13.86553469,,13.82244782,9.709252971,,9.642837903,9.72,1574,1583,,49600,67600,116500,,,112000,57400,106500,112000,112100,,972,977,0.72,942,980
12/31/2011,Kentucky,122.75,25242,24231,,77.47808496,84.49976173,88.42200726,92.24035959,83.9689722,95.2534049,62.49958333,83.3,,89900,129900,214990,297000,129000,115000,139000,129900,4.351610096,4.919672131,4.347826087,5000,5000,5000,0.866666667,0.748745093,0.713824289,0.671600222,,0.728862974,0.807839461,,0.8,0.719211823,0.776666667,640,770,1000,1372.5,,900,,620,740,937,850,83,47.16,38.14,,,12.12349963,12.00333534,12.13481047,8.043907338,7.843137255,8.059167629,9.68,2852,2995,1.12E+05,75600,94400,122300,197000,241700,117200,68800,111300,117200,117200,207200,966,964,0.71,911,968
12/31/2011,Louisiana,111,17299,16902,,95.80838323,93.95604396,98.84909733,82.92079208,97.93814433,,62.5,97.15608466,,109500,144900,210000,240000,149000,,,149000,4.678346426,5.27638191,4.653327129,7000,10000,7000,,0.84375,0.8,0.655140156,,0.807537012,1.029585761,0.888888889,0.923718713,0.796514402,0.82742616,,850,1100,,,1200,1250,850,875,1200,1300,85,,,,,10.95319085,8.948565468,11.02590219,7.606242497,6.481481481,7.648612288,,2024,2441,134300,,,125800,,324100,,70600,,,,217100,1203,1203,0.736,1193,1204
12/31/2011,Maine,180.5,16481,15556,184.6697789,141.8998434,122.3469388,108.6925253,97.10526316,129.0985064,163.3660131,57.73092369,125.8003437,125000,158000,189900,239000,275000,189000,189900,149361,189000,5.661649353,5.131578947,5.753089318,10000,6500,10000,,1.078947368,0.987577165,,,0.960451977,,,1.092105263,0.870535714,,,850,1135,,,,,,825,,,137,31.36,65.78,,,10.01864054,8.372165887,10.16829197,5.695286105,5.577172503,5.705933937,13.99,,,,158100,169800,195300,240800,311100,177100,112500,187300,177100,175600,312700,980,907,0.814,846,963
12/31/2011,Maryland,154.5,33960,32371,,190.9722222,145.7449393,149.9777778,,146.4360841,,,142.8571429,,199900,244945,389900,,228724.5,,261490,234900,5.049221975,5.886248284,5.001250313,10000,10000,10000,1.627380952,1.355088099,1.236545826,0.998333333,,1.198,1.38546798,,1.435185185,1.145833333,1.211556384,1262,1381.5,1500,2000,,1600,1495,,1390,1625,1600,146,75.09,15.97,,,13.5513076,10.38645114,14.05859115,9.684554722,7.24450194,10.11070944,11.21,4369,4822,213200,141400,160900,206500,317900,445000,222000,128500,187500,222000,231900,405200,1671,1668,1.15,1621,1685
12/31/2011,Massachusetts,131.75,40348,37112,222.3458038,177.227881,175,177.3504274,134.8660391,182.3541074,193.0693069,86.57007363,179.6666667,154000,209900,259900,389000,,269500,249900,229000,275000,4.257583821,4.444444444,4.193920739,10000,10000,10000,,,,,,1.451085682,1.82320442,1.65,,,,1580,1650,1850,2600,,1800,1800,1700,1695,1800,1250,180,62.91,22.18,,,14.79816239,12.84052072,15.42801091,10.0403288,9.171893464,10.31824529,13.72,3754,4200,272300,191900,218400,274100,398300,550900,283500,172700,229000,283500,294600,493200,1761,1711,1.124,1550,1789
12/31/2011,Michigan,124.375,72208,69080,,70.53571429,71.38179437,87.15,90.15968925,69.91525424,83.33333333,42.95597569,68.7882263,,69900,,173550,239900,,109900,94900,,7.846153846,7.062980669,7.949125596,5100,5900,5100,0.843023256,0.789927536,0.805203437,0.777777778,,0.801493441,0.913020128,0.71875,0.806451613,0.789768581,0.774336283,539,700,900,1500,,800,,600,,799,750,63,57.75,34.92,,,12.83842224,9.802338584,13.11777922,9.54424136,7.249792071,9.747128691,7.93,10570,11322,,58200,63800,97100,182500,197600,87700,44300,112100,87700,86100,173900,942,943,0.804,1130,930
